timestamp,step,loss,perplexity,learning_rate,tokens_per_sec,tokens_total,tokens_billions,elapsed_hours,val_loss
2026-02-20T17:08:41.612877,16400,3.709074,40.82,2.000000e-04,25979,403046400,0.4030,4.3096,
2026-02-20T17:09:26.647482,16450,3.723979,41.43,2.000000e-04,25982,404275200,0.4043,4.3221,
2026-02-20T17:10:11.829059,16500,3.746044,42.35,2.000000e-04,25986,405504000,0.4055,4.3347,
2026-02-20T17:10:12.991136,16500,3.746044,42.35,2.000000e-04,25984,405504000,0.4055,4.3350,3.649559
2026-02-20T17:11:01.518591,16550,3.748844,42.47,2.000000e-04,25982,406732800,0.4067,4.3485,
2026-02-20T17:11:46.528665,16600,3.742173,42.19,2.000000e-04,25986,407961600,0.4080,4.3610,
2026-02-20T17:12:31.583715,16650,3.737099,41.98,2.000000e-04,25989,409190400,0.4092,4.3735,
2026-02-20T17:13:17.372048,16700,3.743419,42.24,2.000000e-04,25992,410419200,0.4104,4.3862,
2026-02-20T17:14:02.389940,16750,3.721080,41.31,2.000000e-04,25995,411648000,0.4116,4.3987,
2026-02-20T17:14:47.458557,16800,3.685163,39.85,2.000000e-04,25999,412876800,0.4129,4.4112,
2026-02-20T17:15:32.402720,16850,3.709621,40.84,2.000000e-04,26003,414105600,0.4141,4.4237,
2026-02-20T17:16:17.879699,16900,3.720823,41.30,2.000000e-04,26006,415334400,0.4153,4.4364,
2026-02-20T17:17:02.984925,16950,3.691205,40.09,2.000000e-04,26009,416563200,0.4166,4.4489,
2026-02-20T17:17:47.908098,17000,3.690216,40.05,2.000000e-04,26013,417792000,0.4178,4.4614,
2026-02-20T17:17:49.068281,17000,3.690216,40.05,2.000000e-04,26011,417792000,0.4178,4.4617,3.646789
2026-02-20T17:19:12.206825,17050,3.691124,40.09,2.000000e-04,25953,419020800,0.4190,4.4848,
2026-02-20T17:19:56.749049,17100,3.691589,40.11,2.000000e-04,25958,420249600,0.4202,4.4972,
2026-02-20T17:20:41.290971,17150,3.714838,41.05,2.000000e-04,25962,421478400,0.4215,4.5095,
2026-02-20T17:21:25.962458,17200,3.770158,43.39,2.000000e-04,25966,422707200,0.4227,4.5219,
2026-02-20T17:22:10.593244,17250,3.783257,43.96,2.000000e-04,25971,423936000,0.4239,4.5343,
2026-02-20T17:22:56.099939,17300,3.743387,42.24,2.000000e-04,25974,425164800,0.4252,4.5470,
2026-02-20T17:23:41.022562,17350,3.730535,41.70,2.000000e-04,25977,426393600,0.4264,4.5595,
2026-02-20T17:24:25.741752,17400,3.734610,41.87,2.000000e-04,25981,427622400,0.4276,4.5719,
2026-02-20T17:25:10.596094,17450,3.723553,41.41,2.000000e-04,25985,428851200,0.4289,4.5843,
2026-02-20T17:25:56.186641,17500,3.706219,40.70,2.000000e-04,25988,430080000,0.4301,4.5970,
2026-02-20T17:25:57.460102,17500,3.706219,40.70,2.000000e-04,25986,430080000,0.4301,4.5974,3.621771
2026-02-20T17:26:45.773664,17550,3.708931,40.81,2.000000e-04,25984,431308800,0.4313,4.6108,
2026-02-20T17:27:30.661756,17600,3.720206,41.27,2.000000e-04,25988,432537600,0.4325,4.6232,
2026-02-20T17:28:15.600713,17650,3.701043,40.49,2.000000e-04,25992,433766400,0.4338,4.6357,
2026-02-20T17:29:00.488713,17700,3.692713,40.15,2.000000e-04,25995,434995200,0.4350,4.6482,
2026-02-20T17:29:45.208192,17750,3.799964,44.70,2.000000e-04,25999,436224000,0.4362,4.6606,
2026-02-20T17:30:30.070396,17800,3.819449,45.58,2.000000e-04,26003,437452800,0.4375,4.6731,
2026-02-20T17:31:15.010973,17850,3.738625,42.04,2.000000e-04,26007,438681600,0.4387,4.6856,
2026-02-20T17:31:59.884178,17900,3.727931,41.59,2.000000e-04,26010,439910400,0.4399,4.6980,
2026-02-20T17:32:45.593394,17950,3.720897,41.30,2.000000e-04,26013,441139200,0.4411,4.7107,
2026-02-20T17:33:30.567352,18000,3.717032,41.14,2.000000e-04,26016,442368000,0.4424,4.7232,
2026-02-20T17:33:31.727258,18000,3.717032,41.14,2.000000e-04,26014,442368000,0.4424,4.7235,3.614618
2026-02-20T17:34:55.902731,18050,3.729630,41.66,2.000000e-04,25958,443596800,0.4436,4.7469,
