step,sg_loss,cbow_loss,var_loss,lr
1767600,2.642414,2.912147,2.085633,0.000924
1767650,2.659787,2.951078,2.094731,0.000923
1767700,2.638515,2.917994,2.075485,0.000923
1767750,2.714127,3.041584,2.132145,0.000923
1767800,2.642603,2.926237,2.075947,0.000922
1767850,2.654983,2.968559,2.095715,0.000922
1767900,2.633063,2.912031,2.074297,0.000922
1767950,2.648018,2.938734,2.084110,0.000921
1768000,2.652721,2.941303,2.082762,0.000921
1768050,2.709088,3.048554,2.129154,0.000921
1768100,2.651894,2.934350,2.085585,0.000920
1768150,2.694414,2.945524,2.102768,0.000920
1768200,2.666738,2.944402,2.089610,0.000919
1768250,2.666002,2.981807,2.103286,0.000919
1768300,2.700474,3.021613,2.124833,0.000919
1768350,2.695096,2.987844,2.115932,0.000918
1768400,2.685800,2.995604,2.111076,0.000918
1768450,2.678951,2.984289,2.108193,0.000918
1768500,2.677424,2.948419,2.101010,0.000917
1768550,2.676101,2.967441,2.100074,0.000917
1768600,2.691067,3.009819,2.112411,0.000917
1768650,2.649519,2.960015,2.094811,0.000916
1768700,2.678531,3.001915,2.115511,0.000916
1768750,2.592210,2.805329,2.029881,0.000916
1768800,2.668571,2.976940,2.104130,0.000915
1768850,2.709816,3.059685,2.136721,0.000915
1768900,2.670260,2.935751,2.092404,0.000915
1768950,2.606128,2.839012,2.046191,0.000914
1769000,2.549602,2.794484,2.004309,0.000914
1769050,2.664680,2.896988,2.082158,0.000914
1769100,2.604364,2.812759,2.037119,0.000913
1769150,2.638317,2.925359,2.081705,0.000913
1769200,2.636744,2.931606,2.081305,0.000912
1769250,2.701147,3.015380,2.122368,0.000912
1769300,2.679166,3.010366,2.111314,0.000912
1769350,2.573217,2.749969,2.018685,0.000911
1769400,2.685207,2.981293,2.105525,0.000911
1769450,2.664342,2.941394,2.089824,0.000911
1769500,2.593968,2.815537,2.044520,0.000910
1769550,2.629615,2.889767,2.073819,0.000910
1769600,2.682075,3.002000,2.110678,0.000910
1769650,2.663814,2.972178,2.101473,0.000909
1769700,2.690016,3.010786,2.118536,0.000909
1769750,2.599292,2.819497,2.045961,0.000909
1769800,2.605263,2.833855,2.052295,0.000908
1769850,2.671451,2.958141,2.095978,0.000908
1769900,2.678511,2.979259,2.108083,0.000908
1769950,2.657911,2.966743,2.094880,0.000907
1770000,2.681528,2.980648,2.111207,0.000907
1770000,2.681528,2.980648,2.111207,0.000907,0.900000,0.582390,0.495160,-0.087230
1770050,2.646129,2.928224,2.081269,0.000907
1770100,2.639813,2.931684,2.076379,0.000906
1770150,2.682633,2.992472,2.111123,0.000906
1770200,2.681094,2.989309,2.109469,0.000906
1770250,2.712043,3.057961,2.136579,0.000905
1770300,2.581179,2.809662,2.031555,0.000905
1770350,2.675772,3.017639,2.116050,0.000904
1770400,2.676442,2.969143,2.099614,0.000904
1770450,2.674731,2.987442,2.108384,0.000904
1770500,2.639234,2.898760,2.071603,0.000903
1770550,2.705315,3.033881,2.131523,0.000903
1770600,2.682507,2.998082,2.115480,0.000903
1770650,2.726179,3.064895,2.146235,0.000902
1770700,2.642936,2.960499,2.091378,0.000902
1770750,2.624830,2.878267,2.063340,0.000902
1770800,2.690191,2.996746,2.116740,0.000901
1770850,2.680330,2.997233,2.111198,0.000901
1770900,2.588094,2.865451,2.051139,0.000901
1770950,2.597531,2.827258,2.040059,0.000900
1771000,2.648802,2.906973,2.076511,0.000900
1771050,2.656717,2.929288,2.094655,0.000900
1771100,2.651765,2.944539,2.090389,0.000899
1771150,2.659070,2.977186,2.098592,0.000899
1771200,2.655008,2.956647,2.088755,0.000899
1771250,2.694230,2.995833,2.113417,0.000898
1771300,2.654859,2.939336,2.088748,0.000898
1771350,2.639742,2.923052,2.073243,0.000898
1771400,2.568561,2.780319,2.013055,0.000897
1771450,2.589243,2.888072,2.060409,0.000897
1771500,2.652518,2.975341,2.096846,0.000897
1771550,2.706005,3.046449,2.140681,0.000896
1771600,2.667867,2.930421,2.095314,0.000896
1771650,2.649589,2.918847,2.087297,0.000896
1771700,2.697688,2.985129,2.107779,0.000895
1771750,2.639497,2.904947,2.069230,0.000895
1771800,2.657778,2.932327,2.093983,0.000894
1771850,2.677795,2.984893,2.100206,0.000894
1771900,2.659870,2.943844,2.091957,0.000894
1771950,2.683231,2.960056,2.098148,0.000893
1772000,2.676510,2.995139,2.107051,0.000893
1772050,2.689452,2.997015,2.115435,0.000893
1772100,2.676014,2.980875,2.106221,0.000892
1772150,2.523025,2.728760,1.987051,0.000892
1772200,2.669609,2.991683,2.104737,0.000892
1772250,2.694141,2.995478,2.116152,0.000891
1772300,2.664566,2.974129,2.095337,0.000891
1772350,2.624574,2.895276,2.067180,0.000891
1772400,2.658452,2.970791,2.094444,0.000890
1772450,2.638812,2.925799,2.085701,0.000890
1772500,2.689722,2.945804,2.097507,0.000890
1772550,2.589885,2.766593,2.031557,0.000889
1772600,2.676586,2.976982,2.100761,0.000889
1772650,2.645313,2.925786,2.082429,0.000889
1772700,2.667958,2.956988,2.096790,0.000888
1772750,2.632486,2.899226,2.071899,0.000888
1772800,2.642612,2.926962,2.083909,0.000888
1772850,2.642683,2.919038,2.083831,0.000887
1772900,2.684533,2.998220,2.111143,0.000887
1772950,2.675986,2.996730,2.114116,0.000887
1773000,2.676043,2.994407,2.102599,0.000886
1773050,2.631400,2.897430,2.070947,0.000886
1773100,2.636621,2.933507,2.079495,0.000886
1773150,2.681286,2.986139,2.108782,0.000885
1773200,2.606128,2.834583,2.041463,0.000885
1773250,2.616255,2.887294,2.062508,0.000885
1773300,2.560426,2.795564,2.026386,0.000884
1773350,2.666981,2.989988,2.113662,0.000884
1773400,2.627467,2.900621,2.068249,0.000883
1773450,2.627996,2.874775,2.050428,0.000883
1773500,2.632507,2.903198,2.077800,0.000883
1773550,2.655079,2.926490,2.082456,0.000882
1773600,2.619365,2.862823,2.059113,0.000882
1773650,2.622201,2.873795,2.067284,0.000882
1773700,2.669037,2.949294,2.093097,0.000881
1773750,2.640342,2.942342,2.087639,0.000881
1773800,2.655794,2.946403,2.094562,0.000881
1773850,2.691099,3.014165,2.120863,0.000880
1773900,2.630103,2.913593,2.072392,0.000880
1773950,2.649518,2.899207,2.082737,0.000880
1774000,2.622458,2.889515,2.062519,0.000879
1774050,2.590017,2.848803,2.036222,0.000879
1774100,2.625359,2.907556,2.061702,0.000879
1774150,2.658688,2.940840,2.090262,0.000878
1774200,2.684869,2.967891,2.102892,0.000878
1774250,2.666559,2.953989,2.100819,0.000878
1774300,2.668786,2.969711,2.099189,0.000877
1774350,2.654637,2.927320,2.088929,0.000877
1774400,2.656796,2.957531,2.098703,0.000877
1774450,2.670673,2.959705,2.101698,0.000876
1774500,2.696026,3.027144,2.123096,0.000876
1774550,2.656371,2.972837,2.098546,0.000876
1774600,2.653246,2.957244,2.093788,0.000875
1774650,2.627755,2.903533,2.070582,0.000875
1774700,2.610547,2.857379,2.067711,0.000875
1774750,2.458769,2.538087,1.929430,0.000874
1774800,2.484960,2.639295,1.949031,0.000874
1774850,2.653032,2.946693,2.093554,0.000874
1774900,2.637326,2.897996,2.071232,0.000873
1774950,2.702678,2.997925,2.115159,0.000873
1775000,2.677178,2.974007,2.106611,0.000873
1775000,2.677178,2.974007,2.106611,0.000873,0.900000,0.586070,0.502227,-0.083843
1775050,2.681126,2.991518,2.108955,0.000872
1775100,2.677705,2.979175,2.107369,0.000872
1775150,2.664033,2.944682,2.093239,0.000872
1775200,2.668877,2.969490,2.100214,0.000871
1775250,2.670870,2.982454,2.099344,0.000871
1775300,2.663347,2.979781,2.100241,0.000871
1775350,2.660827,2.974464,2.099947,0.000870
1775400,2.684645,2.988909,2.105619,0.000870
1775450,2.640227,2.919089,2.076740,0.000870
1775500,2.721799,3.067556,2.140972,0.000869
1775550,2.677424,2.945880,2.093626,0.000869
1775600,2.681739,2.984216,2.109025,0.000869
1775650,2.649063,2.939194,2.086136,0.000868
1775700,2.667037,2.980508,2.102357,0.000868
1775750,2.686506,3.022891,2.116956,0.000867
1775800,2.636663,2.894168,2.065596,0.000867
1775850,2.666845,2.959227,2.096924,0.000867
1775900,2.665220,2.965438,2.099440,0.000866
1775950,2.618056,2.874402,2.065089,0.000866
1776000,2.681022,2.971676,2.110578,0.000866
1776050,2.570175,2.859217,2.033573,0.000865
1776100,2.689415,3.000283,2.116502,0.000865
1776150,2.653543,2.941679,2.089766,0.000865
1776200,2.599986,2.854983,2.039208,0.000864
1776250,2.675993,2.977766,2.103452,0.000864
1776300,2.644920,2.925256,2.077288,0.000864
1776350,2.682825,2.990097,2.116227,0.000863
1776400,2.650577,2.948304,2.087568,0.000863
1776450,2.649270,2.894985,2.075171,0.000863
1776500,2.639557,2.910142,2.078386,0.000862
1776550,2.616614,2.886530,2.064498,0.000862
1776600,2.628136,2.898185,2.068767,0.000862
1776650,2.661958,2.949182,2.093799,0.000861
1776700,2.674342,2.974566,2.109064,0.000861
1776750,2.685068,3.010906,2.116024,0.000861
1776800,2.646061,2.895143,2.071240,0.000860
1776850,2.648923,2.943302,2.091051,0.000860
1776900,2.619871,2.898749,2.067060,0.000860
1776950,2.681899,2.964546,2.101557,0.000859
1777000,2.673708,2.967027,2.100810,0.000859
1777050,2.711561,3.047997,2.133412,0.000859
1777100,2.685375,3.016736,2.119499,0.000858
1777150,2.696316,3.026083,2.127315,0.000858
1777200,2.674183,2.980235,2.102022,0.000858
1777250,2.611774,2.867336,2.051516,0.000857
1777300,2.669466,2.973911,2.100751,0.000857
1777350,2.630209,2.894726,2.075366,0.000857
1777400,2.688095,3.018155,2.115284,0.000856
1777450,2.563099,2.723749,2.011681,0.000856
1777500,2.664614,2.952810,2.092819,0.000856
1777550,2.660680,2.961578,2.094482,0.000855
1777600,2.669753,2.973491,2.107488,0.000855
1777650,2.664152,2.964853,2.094226,0.000855
1777700,2.688793,2.993833,2.116465,0.000854
1777750,2.651536,2.948467,2.086538,0.000854
1777800,2.670888,2.992175,2.106987,0.000854
1777850,2.693529,3.016588,2.119206,0.000853
1777900,2.674198,3.009131,2.118254,0.000853
1777950,2.691067,3.037186,2.120043,0.000853
1778000,2.644441,2.910550,2.082824,0.000852
1778050,2.629307,2.926280,2.073251,0.000852
1778100,2.665295,2.978930,2.108205,0.000852
1778150,2.675411,2.973052,2.104565,0.000851
1778200,2.665387,2.977724,2.101727,0.000851
1778250,2.658206,2.911837,2.084170,0.000851
1778300,2.606162,2.847653,2.051912,0.000850
1778350,2.652660,2.936179,2.087939,0.000850
1778400,2.637294,2.902262,2.070325,0.000850
1778450,2.585183,2.793284,2.031802,0.000849
1778500,2.683997,3.014499,2.116748,0.000849
1778550,2.687766,2.999750,2.107590,0.000849
1778600,2.662333,2.963047,2.102175,0.000848
1778650,2.584661,2.804478,2.037359,0.000848
1778700,2.657855,2.931357,2.078103,0.000848
1778750,2.639639,2.913240,2.074519,0.000847
1778800,2.647300,2.906272,2.081048,0.000847
1778850,2.650113,2.939034,2.087364,0.000847
1778900,2.671780,2.965049,2.103680,0.000846
1778950,2.692152,3.009912,2.113162,0.000846
1779000,2.636116,2.937462,2.076536,0.000846
1779050,2.659643,2.939753,2.093859,0.000845
1779100,2.632308,2.909677,2.066042,0.000845
1779150,2.600223,2.868239,2.054490,0.000845
1779200,2.653693,2.936187,2.085110,0.000844
1779250,2.672738,2.989163,2.106609,0.000844
1779300,2.680707,2.971373,2.106993,0.000844
1779350,2.677040,3.013240,2.112380,0.000843
1779400,2.677153,2.988503,2.106745,0.000843
1779450,2.694582,3.026388,2.119760,0.000843
1779500,2.691345,2.980715,2.101746,0.000842
1779550,2.685540,2.964494,2.107590,0.000842
1779600,2.653754,2.939500,2.088197,0.000842
1779650,2.644872,2.888467,2.075610,0.000841
1779700,2.639060,2.905756,2.077206,0.000841
1779750,2.665005,2.931739,2.090327,0.000841
1779800,2.676093,2.973794,2.106901,0.000840
1779850,2.670851,2.970395,2.102830,0.000840
1779900,2.636003,2.928472,2.083866,0.000840
1779950,2.666875,2.969602,2.096254,0.000839
1780000,2.677850,3.001500,2.117047,0.000839
1780000,2.677850,3.001500,2.117047,0.000839,0.900000,0.594672,0.506194,-0.088478
1780050,2.604640,2.847267,2.049204,0.000839
1780100,2.688980,2.975906,2.108924,0.000838
1780150,2.618733,2.885848,2.068943,0.000838
1780200,2.598881,2.877704,2.054609,0.000838
1780250,2.675636,2.988972,2.109196,0.000837
1780300,2.688163,3.032222,2.121775,0.000837
1780350,2.647863,2.925275,2.083145,0.000837
1780400,2.664438,2.948740,2.099723,0.000836
1780450,2.631858,2.899693,2.067545,0.000836
1780500,2.624440,2.870987,2.055788,0.000836
1780550,2.556744,2.746102,2.008847,0.000835
1780600,2.646472,2.932506,2.089372,0.000835
1780650,2.677357,2.984233,2.110784,0.000835
1780700,2.567596,2.800219,2.014502,0.000834
1780750,2.667788,2.967753,2.099599,0.000834
1780800,2.690296,3.011083,2.117734,0.000834
1780850,2.652830,2.955526,2.095102,0.000833
1780900,2.604887,2.850251,2.052793,0.000833
1780950,2.552132,2.758739,2.015649,0.000833
1781000,2.681106,2.989038,2.114119,0.000832
1781050,2.633076,2.886032,2.074151,0.000832
1781100,2.673722,2.985291,2.097485,0.000832
1781150,2.689721,2.924007,2.094528,0.000831
1781200,2.684624,2.985673,2.114176,0.000831
1781250,2.678369,2.982257,2.109083,0.000831
1781300,2.669471,2.950098,2.097106,0.000830
1781350,2.648512,2.942738,2.087896,0.000830
1781400,2.609877,2.871194,2.057785,0.000830
1781450,2.601126,2.870077,2.053802,0.000829
1781500,2.662906,2.955176,2.093958,0.000829
1781550,2.643626,2.945080,2.072117,0.000829
1781600,2.575840,2.835197,2.030461,0.000828
1781650,2.625171,2.897161,2.074626,0.000828
1781700,2.690149,3.014283,2.118869,0.000828
1781750,2.661958,2.959644,2.101333,0.000827
1781800,2.680608,2.991536,2.117067,0.000827
1781850,2.609541,2.887098,2.058304,0.000827
1781900,2.679597,2.970643,2.112619,0.000826
1781950,2.654224,2.944297,2.086520,0.000826
1782000,2.696021,3.005086,2.119824,0.000826
1782050,2.629244,2.886202,2.071650,0.000825
1782100,2.580701,2.852156,2.040651,0.000825
1782150,2.646144,2.945026,2.085657,0.000825
1782200,2.685919,2.996147,2.110590,0.000824
1782250,2.670750,3.006646,2.113237,0.000824
1782300,2.646537,2.933092,2.083496,0.000824
1782350,2.635641,2.910764,2.072547,0.000823
1782400,2.632584,2.922439,2.083645,0.000823
1782450,2.523551,2.762524,2.006294,0.000823
1782500,2.642913,2.944521,2.085313,0.000822
1782550,2.689067,3.009741,2.114053,0.000822
1782600,2.676186,2.985086,2.107841,0.000822
1782650,2.655006,2.954887,2.095271,0.000821
1782700,2.670955,2.961023,2.101094,0.000821
1782750,2.622039,2.887602,2.065912,0.000821
1782800,2.666728,2.946092,2.087769,0.000820
1782850,2.692580,3.034081,2.124828,0.000820
1782900,2.523388,2.673758,1.988931,0.000820
1782950,2.603649,2.844367,2.043006,0.000819
1783000,2.649315,2.929382,2.076797,0.000819
1783050,2.671397,2.968376,2.105979,0.000819
1783100,2.672315,2.988460,2.104792,0.000818
1783150,2.669489,2.953534,2.098460,0.000818
1783200,2.668819,3.001491,2.108378,0.000818
1783250,2.551919,2.722111,2.005113,0.000818
1783300,2.675874,2.998099,2.109777,0.000817
1783350,2.665397,2.994947,2.100471,0.000817
1783400,2.691299,3.007563,2.120290,0.000817
1783450,2.630391,2.903017,2.072870,0.000816
1783500,2.680766,2.994422,2.110512,0.000816
1783550,2.638998,2.924032,2.079976,0.000816
1783600,2.659721,2.959824,2.088466,0.000815
1783650,2.672235,3.001198,2.111425,0.000815
1783700,2.643958,2.930448,2.081466,0.000815
1783750,2.625570,2.886960,2.067636,0.000814
1783800,2.641379,2.917112,2.080051,0.000814
1783850,2.598647,2.869761,2.062682,0.000814
1783900,2.638392,2.941559,2.083427,0.000813
1783950,2.630420,2.916915,2.073255,0.000813
1784000,2.631783,2.900061,2.067170,0.000813
1784050,2.695190,3.027922,2.124893,0.000812
1784100,2.669337,2.997115,2.103668,0.000812
1784150,2.658769,2.945874,2.089935,0.000812
1784200,2.661266,2.960577,2.099082,0.000811
1784250,2.618671,2.882559,2.065570,0.000811
1784300,2.685602,3.015387,2.118067,0.000811
1784350,2.644292,2.927809,2.079487,0.000810
1784400,2.628845,2.895904,2.067706,0.000810
1784450,2.637415,2.915612,2.077928,0.000810
1784500,2.636584,2.918127,2.078047,0.000809
1784550,2.670972,2.959356,2.101313,0.000809
1784600,2.563318,2.844351,2.042495,0.000809
1784650,2.531598,2.719635,1.994659,0.000808
1784700,2.614753,2.865750,2.060026,0.000808
1784750,2.671542,2.924252,2.093007,0.000808
1784800,2.661608,2.942517,2.095889,0.000807
1784850,2.663981,2.967152,2.100162,0.000807
1784900,2.677646,2.980765,2.107663,0.000807
1784950,2.667560,2.983088,2.096055,0.000806
1785000,2.644204,2.914742,2.077670,0.000806
1785000,2.644204,2.914742,2.077670,0.000806,0.900000,0.596553,0.515397,-0.081156
1785050,2.669658,2.975839,2.109057,0.000806
1785100,2.688317,3.037936,2.122893,0.000805
1785150,2.655873,2.949078,2.089941,0.000805
1785200,2.697259,3.012855,2.122876,0.000805
1785250,2.705203,3.046305,2.135925,0.000804
1785300,2.604218,2.846895,2.053161,0.000804
1785350,2.657083,2.973024,2.094963,0.000804
1785400,2.677824,3.007531,2.114629,0.000803
1785450,2.592852,2.809349,2.043981,0.000803
1785500,2.649938,2.945122,2.088502,0.000803
1785550,2.618231,2.897341,2.063401,0.000803
1785600,2.646958,2.927817,2.075026,0.000802
1785650,2.648298,2.917679,2.083097,0.000802
1785700,2.633797,2.927830,2.072472,0.000802
1785750,2.691765,2.979844,2.112276,0.000801
1785800,2.637918,2.892088,2.068337,0.000801
1785850,2.615607,2.884109,2.065033,0.000801
1785900,2.646939,2.953657,2.093963,0.000800
1785950,2.673269,3.006189,2.108982,0.000800
1786000,2.666856,2.976805,2.100122,0.000800
1786050,2.611836,2.861487,2.047181,0.000799
1786100,2.617837,2.847427,2.050846,0.000799
1786150,2.625780,2.872568,2.063596,0.000799
1786200,2.675918,2.962021,2.098591,0.000798
1786250,2.675928,2.969392,2.109286,0.000798
1786300,2.580504,2.779192,2.022057,0.000798
1786350,2.641056,2.918381,2.081942,0.000797
1786400,2.514976,2.696254,1.981172,0.000797
1786450,2.573519,2.827423,2.032414,0.000797
1786500,2.645567,2.899803,2.076409,0.000796
1786550,2.669284,2.966960,2.109259,0.000796
1786600,2.672655,3.001425,2.113577,0.000796
1786650,2.580955,2.799075,2.025931,0.000795
1786700,2.639956,2.910635,2.071588,0.000795
1786750,2.601667,2.865312,2.057573,0.000795
1786800,2.626159,2.877468,2.068823,0.000794
1786850,2.584507,2.810239,2.048331,0.000794
1786900,2.675349,2.984053,2.104557,0.000794
1786950,2.646134,2.950031,2.094321,0.000793
1787000,2.612763,2.862455,2.052742,0.000793
1787050,2.694673,3.002839,2.122922,0.000793
1787100,2.686611,3.010918,2.113716,0.000792
1787150,2.648016,2.943271,2.085147,0.000792
1787200,2.701622,3.061939,2.132935,0.000792
1787250,2.668092,2.991556,2.109278,0.000792
1787300,2.638839,2.925385,2.077083,0.000791
1787350,2.659678,2.930831,2.085988,0.000791
1787400,2.615706,2.867021,2.062995,0.000791
1787450,2.622127,2.869059,2.065268,0.000790
1787500,2.637216,2.929716,2.083383,0.000790
1787550,2.655535,2.934484,2.088220,0.000790
1787600,2.643187,2.918654,2.077850,0.000789
1787650,2.691413,3.003011,2.124271,0.000789
1787700,2.631983,2.917769,2.078820,0.000789
1787750,2.611259,2.875506,2.044886,0.000788
1787800,2.703298,3.045292,2.128483,0.000788
1787850,2.691177,2.993886,2.118014,0.000788
1787900,2.677485,2.962279,2.098391,0.000787
1787950,2.640910,2.938246,2.085184,0.000787
1788000,2.638042,2.915114,2.079641,0.000787
1788050,2.638798,2.931314,2.094961,0.000786
1788100,2.634265,2.940174,2.077767,0.000786
1788150,2.635736,2.934212,2.078669,0.000786
1788200,2.636625,2.908749,2.082414,0.000785
1788250,2.662678,2.972821,2.102335,0.000785
1788300,2.724466,3.052657,2.141444,0.000785
1788350,2.678649,2.975902,2.104667,0.000784
1788400,2.660453,2.974467,2.095806,0.000784
1788450,2.639664,2.949265,2.088245,0.000784
1788500,2.645382,2.928383,2.086827,0.000783
1788550,2.609716,2.859171,2.056877,0.000783
1788600,2.669493,2.958327,2.098237,0.000783
1788650,2.658095,2.950037,2.095540,0.000783
1788700,2.687099,3.002210,2.118681,0.000782
1788750,2.692622,2.995573,2.117776,0.000782
1788800,2.665886,2.959304,2.095061,0.000782
1788850,2.658499,2.969539,2.096426,0.000781
1788900,2.670379,2.984106,2.099183,0.000781
1788950,2.677272,3.014896,2.109605,0.000781
1789000,2.677650,2.988596,2.112386,0.000780
1789050,2.629355,2.921869,2.077605,0.000780
1789100,2.665598,2.973962,2.096643,0.000780
1789150,2.704303,3.051926,2.134583,0.000779
1789200,2.665720,2.983481,2.099241,0.000779
1789250,2.658380,2.944798,2.088513,0.000779
1789300,2.646570,2.945532,2.081514,0.000778
1789350,2.639067,2.895650,2.071041,0.000778
1789400,2.718317,3.090956,2.145337,0.000778
1789450,2.671188,2.982191,2.102323,0.000777
1789500,2.662406,2.915998,2.080838,0.000777
1789550,2.559289,2.840672,2.017091,0.000777
1789600,2.636386,2.902222,2.069206,0.000776
1789650,2.542988,2.734492,2.016642,0.000776
1789700,2.664816,2.937683,2.088830,0.000776
1789750,2.669778,2.964435,2.102620,0.000776
1789800,2.637790,2.916216,2.068037,0.000775
1789850,2.606061,2.859657,2.061246,0.000775
1789900,2.665513,2.977825,2.096617,0.000775
1789950,2.665713,2.918622,2.086479,0.000774
1790000,2.693822,3.031641,2.121729,0.000774
1790000,2.693822,3.031641,2.121729,0.000774,0.900000,0.586870,0.519044,-0.067826
1790050,2.641112,2.906772,2.073298,0.000774
1790100,2.673002,2.980342,2.106288,0.000773
1790150,2.656824,2.956657,2.086336,0.000773
1790200,2.583296,2.826023,2.041437,0.000773
1790250,2.639717,2.900645,2.069190,0.000772
1790300,2.546805,2.812481,2.020059,0.000772
1790350,2.604927,2.826358,2.039543,0.000772
1790400,2.696880,3.030713,2.115964,0.000771
1790450,2.398430,2.584979,1.901922,0.000771
1790500,2.626729,2.874505,2.065989,0.000771
1790550,2.629874,2.925874,2.075970,0.000770
1790600,2.675602,2.984371,2.104180,0.000770
1790650,2.676404,3.001156,2.106484,0.000770
1790700,2.635901,2.932700,2.083481,0.000769
1790750,2.611562,2.866771,2.057246,0.000769
1790800,2.653744,2.947310,2.097270,0.000769
1790850,2.612249,2.852915,2.060912,0.000769
1790900,2.660051,2.939952,2.096649,0.000768
1790950,2.652120,2.948265,2.091017,0.000768
1791000,2.636247,2.941124,2.087679,0.000768
1791050,2.692235,3.002085,2.110733,0.000767
1791100,2.669431,2.994584,2.104894,0.000767
1791150,2.665774,2.950030,2.099067,0.000767
1791200,2.684636,3.020074,2.120329,0.000766
1791250,2.677305,3.000452,2.110755,0.000766
1791300,2.674786,2.967560,2.101928,0.000766
1791350,2.670233,2.961179,2.101979,0.000765
1791400,2.664070,2.926593,2.090694,0.000765
1791450,2.675049,2.962685,2.107121,0.000765
1791500,2.670750,2.985112,2.106119,0.000764
1791550,2.627760,2.874997,2.068123,0.000764
1791600,2.672353,2.970911,2.102342,0.000764
1791650,2.641941,2.911657,2.078762,0.000763
1791700,2.645968,2.922732,2.079551,0.000763
1791750,2.668339,2.974128,2.104253,0.000763
1791800,2.621865,2.900256,2.064809,0.000763
1791850,2.619624,2.892958,2.064452,0.000762
1791900,2.582033,2.836697,2.041252,0.000762
1791950,2.644024,2.906428,2.080174,0.000762
1792000,2.678983,2.982476,2.106590,0.000761
1792050,2.660639,2.929783,2.095300,0.000761
1792100,2.653886,2.938759,2.088006,0.000761
1792150,2.603453,2.851859,2.055004,0.000760
1792200,2.615508,2.863552,2.053365,0.000760
1792250,2.680609,2.973048,2.101341,0.000760
1792300,2.638531,2.908653,2.075177,0.000759
1792350,2.623960,2.886056,2.068669,0.000759
1792400,2.652856,2.904489,2.079706,0.000759
1792450,2.636880,2.907053,2.076280,0.000758
1792500,2.636813,2.915755,2.084179,0.000758
1792550,2.693188,3.015393,2.118222,0.000758
1792600,2.639493,2.905193,2.076140,0.000757
1792650,2.646625,2.944569,2.085669,0.000757
1792700,2.669149,2.960789,2.097583,0.000757
1792750,2.635485,2.913147,2.069281,0.000757
1792800,2.586890,2.807158,2.024221,0.000756
1792850,2.677465,2.996023,2.103785,0.000756
1792900,2.691856,2.997717,2.114701,0.000756
1792950,2.628538,2.891535,2.072394,0.000755
1793000,2.639708,2.912725,2.082441,0.000755
1793050,2.636777,2.940418,2.088244,0.000755
1793100,2.633146,2.888937,2.073057,0.000754
1793150,2.658210,2.956524,2.093881,0.000754
1793200,2.662066,2.961639,2.103196,0.000754
1793250,2.657681,2.946381,2.089048,0.000753
1793300,2.624327,2.859650,2.057980,0.000753
1793350,2.499534,2.704324,1.969133,0.000753
1793400,2.695480,3.014705,2.125583,0.000752
1793450,2.623116,2.863321,2.060628,0.000752
1793500,2.523534,2.725988,1.988655,0.000752
1793550,2.622067,2.866796,2.057078,0.000752
1793600,2.687408,2.963709,2.114973,0.000751
1793650,2.559614,2.737503,2.008347,0.000751
1793700,2.656779,2.951563,2.088730,0.000751
1793750,2.614884,2.879370,2.068871,0.000750
1793800,2.635898,2.912371,2.079417,0.000750
1793850,2.658809,2.948086,2.095964,0.000750
1793900,2.700303,3.017709,2.126457,0.000749
1793950,2.656450,2.937202,2.088545,0.000749
1794000,2.684723,2.988598,2.106056,0.000749
1794050,2.608410,2.875672,2.052800,0.000748
1794100,2.645281,2.921680,2.084059,0.000748
1794150,2.686907,3.008656,2.118923,0.000748
1794200,2.627524,2.907881,2.072869,0.000747
1794250,2.672918,2.994689,2.112858,0.000747
1794300,2.641853,2.922994,2.085875,0.000747
1794350,2.663220,2.942951,2.091488,0.000747
1794400,2.628887,2.889322,2.067855,0.000746
1794450,2.668190,2.960063,2.098873,0.000746
1794500,2.653504,2.945623,2.088056,0.000746
1794550,2.468166,2.677327,1.967529,0.000745
1794600,2.617349,2.811736,2.051797,0.000745
1794650,2.619512,2.871201,2.061519,0.000745
1794700,2.664738,2.981070,2.105818,0.000744
1794750,2.646587,2.935733,2.088741,0.000744
1794800,2.530575,2.772854,2.007597,0.000744
1794850,2.664434,2.968975,2.099403,0.000743
1794900,2.632818,2.922551,2.065335,0.000743
1794950,2.670263,2.983196,2.103930,0.000743
1795000,2.695562,2.995152,2.121378,0.000742
1795000,2.695562,2.995152,2.121378,0.000742,0.800000,0.600375,0.516647,-0.083728
1795050,2.650017,2.906104,2.082574,0.000742
1795100,2.664343,2.957527,2.106114,0.000742
1795150,2.676109,2.993852,2.108642,0.000742
1795200,2.660880,2.939058,2.089048,0.000741
1795250,2.612310,2.890389,2.066600,0.000741
1795300,2.639617,2.900187,2.070731,0.000741
1795350,2.642751,2.932496,2.080782,0.000740
1795400,2.646954,2.930568,2.078358,0.000740
1795450,2.600675,2.847733,2.043387,0.000740
1795500,2.558213,2.797127,2.013301,0.000739
1795550,2.659668,2.952880,2.098812,0.000739
1795600,2.668804,2.969469,2.103198,0.000739
1795650,2.632324,2.894136,2.076072,0.000738
1795700,2.661357,2.965799,2.095934,0.000738
1795750,2.444718,2.497831,1.916458,0.000738
1795800,2.620980,2.866043,2.054620,0.000738
1795850,2.634261,2.931841,2.078978,0.000737
1795900,2.664640,2.961138,2.098992,0.000737
1795950,2.644783,2.923825,2.085313,0.000737
1796000,2.658008,2.911989,2.084191,0.000736
1796050,2.669579,2.982079,2.102172,0.000736
1796100,2.667632,2.984284,2.103988,0.000736
