step,recon_loss,contrastive_loss,variance_loss,covariance_loss,em_ema,contrastive_weight,lr
126550,1.181543,0.030376,0.979113,0.000008,0.341276,0.100000,0.000235
126600,1.155182,0.031391,0.979139,0.000008,0.345478,0.100000,0.000235
126650,0.915145,0.030763,0.979150,0.000008,0.350174,0.100000,0.000235
126700,0.920750,0.027832,0.978951,0.000009,0.340946,0.100000,0.000235
126750,1.052725,0.026556,0.979164,0.000008,0.248273,0.100000,0.000235
126800,1.332060,0.033565,0.979378,0.000007,0.247618,0.100000,0.000235
126850,1.540685,0.034501,0.979264,0.000008,0.173541,0.100000,0.000235
126900,1.653639,0.026069,0.979244,0.000008,0.259879,0.100000,0.000235
126950,1.754867,0.039330,0.979276,0.000008,0.232155,0.100000,0.000235
127000,1.575608,0.036560,0.979142,0.000008,0.281623,0.100000,0.000235
127050,1.316466,0.019686,0.978850,0.000008,0.333141,0.100000,0.000235
127100,1.259051,0.026229,0.979331,0.000007,0.250527,0.100000,0.000235
127150,1.503255,0.031105,0.979554,0.000007,0.227083,0.100000,0.000235
127200,1.541755,0.057433,0.979583,0.000007,0.239118,0.100000,0.000235
127250,1.319966,0.056044,0.979580,0.000007,0.234922,0.100000,0.000235
127300,1.464533,0.028006,0.979420,0.000007,0.262633,0.100000,0.000235
127350,1.405928,0.031926,0.979000,0.000008,0.448896,0.100000,0.000235
127400,1.212680,0.029278,0.978747,0.000009,0.331063,0.100000,0.000235
127450,1.892831,0.037805,0.979709,0.000007,0.160295,0.100000,0.000235
127500,2.133049,0.036906,0.979529,0.000007,0.192994,0.100000,0.000234
127550,1.583501,0.024509,0.979090,0.000008,0.262724,0.100000,0.000234
127600,1.597413,0.034896,0.979274,0.000008,0.260864,0.100000,0.000234
127650,1.818963,0.040926,0.979218,0.000008,0.211676,0.100000,0.000234
127700,1.731388,0.036140,0.979569,0.000007,0.214708,0.100000,0.000234
127750,1.705271,0.038294,0.979512,0.000007,0.147076,0.100000,0.000234
127800,1.823590,0.032159,0.979287,0.000008,0.185799,0.100000,0.000234
127850,1.882274,0.027395,0.979246,0.000008,0.173448,0.100000,0.000234
127900,1.847495,0.038911,0.979345,0.000008,0.261408,0.100000,0.000234
127950,1.712410,0.037503,0.979046,0.000008,0.154524,0.100000,0.000234
128000,1.653046,0.030457,0.979293,0.000008,0.196994,0.100000,0.000234
128050,1.712030,0.039395,0.979962,0.000006,0.160684,0.100000,0.000234
128100,1.625136,0.037358,0.979818,0.000007,0.257419,0.100000,0.000234
128150,1.577600,0.025120,0.979483,0.000007,0.296664,0.100000,0.000234
128200,1.507018,0.027040,0.979179,0.000008,0.325705,0.100000,0.000234
128250,1.350080,0.026335,0.979169,0.000008,0.347165,0.100000,0.000234
128300,1.634732,0.031946,0.978985,0.000009,0.311741,0.100000,0.000234
128350,1.737093,0.035821,0.978985,0.000009,0.303376,0.100000,0.000234
128400,1.479362,0.030672,0.979336,0.000007,0.332636,0.100000,0.000234
128450,1.430149,0.030329,0.979124,0.000008,0.271838,0.100000,0.000234
128500,1.714406,0.035277,0.978912,0.000009,0.223534,0.100000,0.000234
128550,1.719872,0.038457,0.979038,0.000009,0.261271,0.100000,0.000233
128600,1.480144,0.034850,0.979543,0.000007,0.238973,0.100000,0.000233
128650,1.540652,0.034561,0.979503,0.000007,0.293303,0.100000,0.000233
128700,1.379829,0.032060,0.979019,0.000008,0.270646,0.100000,0.000233
128750,1.365643,0.038184,0.979608,0.000007,0.246195,0.100000,0.000233
128800,1.653945,0.045634,0.979852,0.000007,0.251510,0.100000,0.000233
128850,1.707344,0.040389,0.979548,0.000008,0.181771,0.100000,0.000233
128900,1.609441,0.037484,0.979730,0.000007,0.262002,0.100000,0.000233
128950,1.513506,0.028056,0.979313,0.000008,0.347914,0.100000,0.000233
129000,1.217586,0.034860,0.979055,0.000009,0.436387,0.100000,0.000233
129050,1.139618,0.046031,0.979706,0.000007,0.244945,0.100000,0.000233
129100,1.446828,0.033173,0.979481,0.000007,0.296636,0.100000,0.000233
129150,1.350730,0.029901,0.978984,0.000009,0.352876,0.100000,0.000233
129200,1.183886,0.027822,0.979086,0.000008,0.236194,0.100000,0.000233
129250,1.349239,0.022431,0.979047,0.000008,0.296134,0.100000,0.000233
129300,1.449180,0.030161,0.979205,0.000008,0.279906,0.100000,0.000233
129350,1.379655,0.028745,0.979036,0.000008,0.268508,0.100000,0.000233
129400,1.329408,0.022586,0.979144,0.000008,0.278577,0.100000,0.000233
129450,1.401813,0.028045,0.979493,0.000007,0.280157,0.100000,0.000233
129500,1.484190,0.046603,0.979587,0.000007,0.214096,0.100000,0.000233
129550,1.588457,0.042289,0.979591,0.000007,0.247414,0.100000,0.000233
129600,1.708484,0.022109,0.979009,0.000008,0.244647,0.100000,0.000232
129650,1.459703,0.031469,0.979526,0.000007,0.312866,0.100000,0.000232
129700,1.502395,0.044618,0.979726,0.000007,0.176233,0.100000,0.000232
129750,1.629139,0.055895,0.979371,0.000008,0.281060,0.100000,0.000232
129800,1.432678,0.047886,0.979347,0.000008,0.228550,0.100000,0.000232
129850,1.400293,0.196466,0.979261,0.000011,0.271774,0.100000,0.000232
129900,1.481904,0.196647,0.978905,0.000012,0.320098,0.100000,0.000232
129950,1.363451,0.033420,0.978694,0.000010,0.354329,0.100000,0.000232
130000,1.208097,0.032114,0.979170,0.000008,0.342482,0.100000,0.000232
130050,1.276545,0.026471,0.979180,0.000008,0.347760,0.100000,0.000232
130100,1.001982,0.027097,0.978876,0.000009,0.482869,0.100000,0.000232
130150,1.088330,0.024222,0.978902,0.000008,0.270492,0.100000,0.000232
130200,1.483717,0.022593,0.979166,0.000007,0.221583,0.100000,0.000232
130250,1.635210,0.031063,0.979277,0.000008,0.202099,0.100000,0.000232
130300,1.642003,0.032647,0.979571,0.000007,0.212095,0.100000,0.000232
130350,1.577439,0.031236,0.979483,0.000007,0.227647,0.100000,0.000232
130400,1.560752,0.030562,0.979093,0.000008,0.254777,0.100000,0.000232
130450,1.503089,0.032208,0.979331,0.000008,0.234497,0.100000,0.000232
130500,1.496527,0.042465,0.979357,0.000008,0.219033,0.100000,0.000232
130550,1.469615,0.044413,0.979180,0.000008,0.255645,0.100000,0.000232
130600,1.261151,0.034327,0.979164,0.000008,0.380480,0.100000,0.000231
130650,1.087012,0.027902,0.978909,0.000009,0.375699,0.100000,0.000231
130700,1.042434,0.026142,0.978960,0.000008,0.349086,0.100000,0.000231
130750,1.109626,0.030300,0.979330,0.000008,0.250826,0.100000,0.000231
130800,1.316955,0.034843,0.979566,0.000007,0.219126,0.100000,0.000231
130850,1.317573,0.028725,0.979733,0.000006,0.268364,0.100000,0.000231
130900,1.551612,0.026221,0.979409,0.000007,0.255808,0.100000,0.000231
130950,1.782026,0.028778,0.979120,0.000008,0.224408,0.100000,0.000231
131000,1.697086,0.026751,0.979229,0.000008,0.234655,0.100000,0.000231
131050,1.551434,0.023999,0.979266,0.000008,0.246658,0.100000,0.000231
131100,1.407836,0.022462,0.979297,0.000008,0.317800,0.100000,0.000231
131150,1.332888,0.023351,0.979314,0.000008,0.329958,0.100000,0.000231
131200,1.207329,0.027162,0.979215,0.000008,0.437604,0.100000,0.000231
131250,1.319908,0.029418,0.979351,0.000008,0.187129,0.100000,0.000231
131300,1.679302,0.027388,0.979597,0.000007,0.158190,0.100000,0.000231
131350,1.757081,0.029221,0.979502,0.000007,0.234012,0.100000,0.000231
131400,1.569320,0.032446,0.979431,0.000007,0.204750,0.100000,0.000231
131450,1.497292,0.024734,0.979075,0.000008,0.214877,0.100000,0.000231
131500,1.422182,0.029776,0.978840,0.000009,0.304578,0.100000,0.000231
131550,1.425148,0.035516,0.979014,0.000009,0.240711,0.100000,0.000231
131600,1.528263,0.038390,0.979313,0.000008,0.282468,0.100000,0.000231
131650,1.536920,0.041399,0.979642,0.000007,0.272042,0.100000,0.000230
131700,1.581079,0.034871,0.979441,0.000008,0.274805,0.100000,0.000230
131750,1.564318,0.032438,0.979419,0.000008,0.280457,0.100000,0.000230
131800,1.356174,0.034167,0.979713,0.000007,0.336632,0.100000,0.000230
131850,1.274211,0.028902,0.979392,0.000008,0.222220,0.100000,0.000230
131900,1.290404,0.022637,0.979362,0.000007,0.255826,0.100000,0.000230
131950,1.303855,0.040280,0.979719,0.000007,0.225070,0.100000,0.000230
132000,1.251835,0.047608,0.979814,0.000007,0.217825,0.100000,0.000230
132050,1.259753,0.039448,0.979616,0.000008,0.244702,0.100000,0.000230
132100,1.319578,0.035778,0.979312,0.000008,0.324036,0.100000,0.000230
132150,1.219541,0.027207,0.979063,0.000008,0.377374,0.100000,0.000230
132200,1.184979,0.019921,0.978739,0.000009,0.367043,0.100000,0.000230
132250,1.127211,0.017814,0.978818,0.000009,0.405443,0.100000,0.000230
132300,1.142137,0.025218,0.979205,0.000008,0.301583,0.100000,0.000230
132350,1.169486,0.031507,0.979260,0.000008,0.389409,0.100000,0.000230
132400,1.091990,0.029670,0.979088,0.000009,0.379477,0.100000,0.000230
132450,1.029585,0.026501,0.979415,0.000007,0.370388,0.100000,0.000230
132500,1.090256,0.033070,0.979647,0.000007,0.312822,0.100000,0.000230
132550,1.195533,0.033429,0.979409,0.000008,0.246796,0.100000,0.000230
132600,1.231360,0.028758,0.979154,0.000008,0.278599,0.100000,0.000230
132650,1.263116,0.033093,0.979247,0.000008,0.326826,0.100000,0.000229
132700,1.147047,0.030354,0.979508,0.000007,0.330755,0.100000,0.000229
132750,1.052901,0.027085,0.979426,0.000007,0.317035,0.100000,0.000229
132800,1.044813,0.025738,0.979072,0.000008,0.363083,0.100000,0.000229
132850,1.113890,0.024055,0.979047,0.000008,0.340549,0.100000,0.000229
132900,1.310927,0.028742,0.979771,0.000007,0.203289,0.100000,0.000229
132950,1.475294,0.033626,0.979551,0.000007,0.312651,0.100000,0.000229
133000,1.449472,0.025181,0.978801,0.000009,0.337837,0.100000,0.000229
133050,1.292886,0.024789,0.979274,0.000007,0.309461,0.100000,0.000229
133100,1.396859,0.032375,0.979366,0.000008,0.254007,0.100000,0.000229
133150,1.465715,0.029546,0.979176,0.000008,0.294648,0.100000,0.000229
133200,1.393318,0.025002,0.979224,0.000008,0.251154,0.100000,0.000229
133250,1.340516,0.024853,0.979293,0.000008,0.270087,0.100000,0.000229
133300,1.416189,0.028915,0.979406,0.000007,0.179598,0.100000,0.000229
133350,1.499336,0.029928,0.979715,0.000007,0.189108,0.100000,0.000229
133400,1.554326,0.033688,0.979936,0.000006,0.187260,0.100000,0.000229
133450,1.544737,0.032594,0.979388,0.000008,0.207863,0.100000,0.000229
133500,1.273975,0.028304,0.979062,0.000008,0.223492,0.100000,0.000229
133550,1.143709,0.024395,0.979083,0.000008,0.362342,0.100000,0.000229
133600,1.198408,0.024373,0.978963,0.000008,0.291720,0.100000,0.000229
133650,1.293195,0.029572,0.979125,0.000008,0.336206,0.100000,0.000229
133700,1.192619,0.023231,0.979208,0.000008,0.436546,0.100000,0.000228
133750,1.060268,0.020058,0.978780,0.000009,0.407375,0.100000,0.000228
133800,1.247839,0.025074,0.979164,0.000008,0.260349,0.100000,0.000228
133850,1.330796,0.025062,0.979300,0.000008,0.331870,0.100000,0.000228
133900,1.134431,0.021679,0.979083,0.000008,0.344969,0.100000,0.000228
133950,1.128506,0.029465,0.979143,0.000008,0.348967,0.100000,0.000228
134000,1.163267,0.032083,0.978883,0.000009,0.371608,0.100000,0.000228
134050,1.644454,0.033499,0.979060,0.000009,0.306816,0.100000,0.000228
134100,1.924892,0.032933,0.979449,0.000007,0.270352,0.100000,0.000228
134150,1.534890,0.021827,0.979322,0.000007,0.326642,0.100000,0.000228
134200,1.322908,0.026570,0.978919,0.000009,0.329102,0.100000,0.000228
134250,1.248924,0.032522,0.979515,0.000007,0.265301,0.100000,0.000228
134300,1.302467,0.024455,0.979595,0.000007,0.282737,0.100000,0.000228
134350,1.363309,0.027951,0.979052,0.000008,0.228638,0.100000,0.000228
134400,1.444164,0.039873,0.979462,0.000007,0.238241,0.100000,0.000228
134450,1.403058,0.040017,0.979542,0.000007,0.289070,0.100000,0.000228
134500,1.326789,0.034116,0.979038,0.000008,0.230634,0.100000,0.000228
134550,1.350842,0.033409,0.978968,0.000009,0.216844,0.100000,0.000228
134600,1.386598,0.036393,0.979321,0.000008,0.168970,0.100000,0.000228
134650,1.391791,0.047501,0.979680,0.000007,0.347967,0.100000,0.000228
134700,1.328651,0.041492,0.979396,0.000008,0.279430,0.100000,0.000227
134750,1.217957,0.026198,0.979121,0.000008,0.312250,0.100000,0.000227
134800,1.551853,0.030845,0.979293,0.000008,0.143280,0.100000,0.000227
134850,1.654261,0.026857,0.979187,0.000008,0.268967,0.100000,0.000227
134900,1.357005,0.024248,0.978783,0.000009,0.289485,0.100000,0.000227
134950,1.379684,0.028227,0.978936,0.000009,0.312282,0.100000,0.000227
135000,1.306321,0.027853,0.979317,0.000008,0.350427,0.100000,0.000227
135050,1.190642,0.024757,0.978938,0.000008,0.284645,0.100000,0.000227
135100,1.174500,0.035842,0.979108,0.000008,0.289768,0.100000,0.000227
135150,1.175824,0.041875,0.979693,0.000007,0.236388,0.100000,0.000227
135200,1.280014,0.027796,0.979412,0.000007,0.249896,0.100000,0.000227
135250,1.393698,0.026309,0.979033,0.000008,0.254798,0.100000,0.000227
135300,1.374457,0.028697,0.979291,0.000008,0.271225,0.100000,0.000227
135350,1.350996,0.024631,0.979195,0.000008,0.269770,0.100000,0.000227
135400,1.381886,0.030851,0.979116,0.000008,0.330200,0.100000,0.000227
135450,1.447208,0.030216,0.978986,0.000008,0.295173,0.100000,0.000227
135500,1.245150,0.023494,0.978970,0.000008,0.331311,0.100000,0.000227
135550,1.043743,0.028765,0.979229,0.000008,0.327913,0.100000,0.000227
135600,1.003350,0.030979,0.979542,0.000007,0.382023,0.100000,0.000227
135650,1.066492,0.028854,0.979501,0.000007,0.294035,0.100000,0.000227
135700,1.758749,0.054359,0.979718,0.000008,0.083707,0.100000,0.000226
135750,1.781644,0.059548,0.979776,0.000008,0.267837,0.100000,0.000226
135800,1.373222,0.037249,0.979473,0.000008,0.280193,0.100000,0.000226
135850,1.477769,0.038547,0.979365,0.000008,0.300798,0.100000,0.000226
135900,1.353801,0.037336,0.979099,0.000008,0.323248,0.100000,0.000226
135950,1.231819,0.037831,0.979143,0.000008,0.325024,0.100000,0.000226
136000,1.198302,0.040093,0.979090,0.000008,0.315527,0.100000,0.000226
136050,1.147218,0.038487,0.979720,0.000007,0.345724,0.100000,0.000226
136100,1.170061,0.049278,0.979711,0.000007,0.284393,0.100000,0.000226
136150,1.176453,0.048735,0.979155,0.000009,0.366126,0.100000,0.000226
136200,1.106631,0.037237,0.979196,0.000008,0.340392,0.100000,0.000226
136250,1.088750,0.032142,0.979185,0.000008,0.330776,0.100000,0.000226
136300,1.053014,0.031927,0.979237,0.000008,0.390719,0.100000,0.000226
136350,1.025427,0.033079,0.979346,0.000008,0.388380,0.100000,0.000226
136400,1.042409,0.031044,0.979196,0.000008,0.355296,0.100000,0.000226
136450,1.033295,0.034240,0.978897,0.000009,0.357444,0.100000,0.000226
136500,1.030533,0.034503,0.979102,0.000008,0.349322,0.100000,0.000226
136550,1.024181,0.029180,0.979351,0.000008,0.319806,0.100000,0.000226
136600,0.991858,0.026818,0.979147,0.000008,0.364545,0.100000,0.000226
136650,0.971382,0.032360,0.979388,0.000007,0.362476,0.100000,0.000226
136700,0.995522,0.042867,0.979372,0.000008,0.394815,0.100000,0.000225
136750,1.008924,0.040046,0.978900,0.000009,0.395061,0.100000,0.000225
136800,0.951461,0.029456,0.979027,0.000008,0.402515,0.100000,0.000225
136850,0.965272,0.031799,0.979360,0.000008,0.329318,0.100000,0.000225
136900,0.986083,0.031437,0.979314,0.000008,0.375148,0.100000,0.000225
136950,0.958687,0.032780,0.979338,0.000008,0.405758,0.100000,0.000225
137000,1.053615,0.038674,0.979283,0.000008,0.408368,0.100000,0.000225
137050,1.015140,0.035741,0.979127,0.000008,0.408344,0.100000,0.000225
137100,0.877172,0.029122,0.979394,0.000007,0.413198,0.100000,0.000225
137150,0.958991,0.028971,0.979267,0.000008,0.404963,0.100000,0.000225
137200,0.956733,0.035569,0.979222,0.000008,0.424121,0.100000,0.000225
137250,0.917678,0.030395,0.979097,0.000008,0.398384,0.100000,0.000225
137300,0.952456,0.023970,0.978745,0.000009,0.407802,0.100000,0.000225
137350,0.905009,0.027541,0.979002,0.000008,0.389824,0.100000,0.000225
137400,0.925810,0.028721,0.979251,0.000008,0.332489,0.100000,0.000225
137450,0.934408,0.023871,0.979284,0.000008,0.400513,0.100000,0.000225
137500,0.872636,0.020446,0.979137,0.000008,0.428157,0.100000,0.000225
137550,0.878214,0.025973,0.978945,0.000008,0.421977,0.100000,0.000225
137600,0.909343,0.029049,0.978920,0.000008,0.378974,0.100000,0.000225
137650,0.912558,0.025727,0.978997,0.000008,0.382547,0.100000,0.000225
137700,0.905493,0.024856,0.979045,0.000008,0.389688,0.100000,0.000224
137750,0.883863,0.030406,0.979344,0.000008,0.444606,0.100000,0.000224
137800,0.884905,0.036639,0.979465,0.000007,0.413329,0.100000,0.000224
137850,0.900330,0.040588,0.979276,0.000008,0.405704,0.100000,0.000224
137900,0.859753,0.041530,0.979190,0.000008,0.440397,0.100000,0.000224
137950,0.851335,0.031738,0.979058,0.000008,0.390224,0.100000,0.000224
138000,0.856129,0.023554,0.979034,0.000008,0.432486,0.100000,0.000224
138050,0.809407,0.020337,0.978909,0.000008,0.441913,0.100000,0.000224
138100,0.827237,0.019054,0.978858,0.000008,0.415295,0.100000,0.000224
138150,1.235062,0.023629,0.979400,0.000007,0.171339,0.100000,0.000224
138200,1.541700,0.024547,0.979430,0.000007,0.223329,0.100000,0.000224
138250,1.352601,0.021219,0.978893,0.000008,0.269114,0.100000,0.000224
138300,1.211059,0.016750,0.978782,0.000009,0.298933,0.100000,0.000224
138350,1.076545,0.016492,0.978740,0.000009,0.397354,0.100000,0.000224
138400,0.944399,0.022602,0.978573,0.000010,0.369326,0.100000,0.000224
138450,1.169175,0.027704,0.978753,0.000010,0.247486,0.100000,0.000224
138500,1.375180,0.023266,0.979136,0.000009,0.280524,0.100000,0.000224
138550,1.320567,0.016894,0.979027,0.000008,0.285994,0.100000,0.000224
138600,1.284263,0.021855,0.978920,0.000009,0.296157,0.100000,0.000224
138650,1.277050,0.029536,0.979147,0.000008,0.263993,0.100000,0.000224
138700,1.241833,0.023491,0.979089,0.000008,0.286313,0.100000,0.000223
138750,1.257102,0.018887,0.978858,0.000009,0.304273,0.100000,0.000223
138800,1.217737,0.022479,0.979052,0.000008,0.265816,0.100000,0.000223
138850,1.108853,0.020123,0.978981,0.000008,0.266021,0.100000,0.000223
138900,1.255322,0.025234,0.978968,0.000008,0.242163,0.100000,0.000223
138950,1.462795,0.030517,0.979319,0.000008,0.215614,0.100000,0.000223
139000,1.371192,0.026214,0.979300,0.000008,0.331727,0.100000,0.000223
139050,1.318555,0.022773,0.978892,0.000009,0.261889,0.100000,0.000223
139100,1.183195,0.018918,0.978623,0.000009,0.360456,0.100000,0.000223
139150,0.976920,0.027362,0.978920,0.000009,0.277475,0.100000,0.000223
139200,1.131124,0.028943,0.979329,0.000008,0.248235,0.100000,0.000223
139250,1.288399,0.022196,0.979172,0.000008,0.254092,0.100000,0.000223
139300,1.325294,0.025153,0.979079,0.000009,0.237477,0.100000,0.000223
139350,1.386750,0.021467,0.979194,0.000008,0.221632,0.100000,0.000223
139400,1.495236,0.018875,0.978839,0.000009,0.227378,0.100000,0.000223
139450,1.562047,0.028581,0.979141,0.000008,0.212697,0.100000,0.000223
139500,1.563665,0.029566,0.979288,0.000008,0.243294,0.100000,0.000223
139550,1.553599,0.019641,0.978863,0.000008,0.252554,0.100000,0.000223
139600,1.456759,0.023842,0.979056,0.000008,0.325456,0.100000,0.000223
139650,1.178773,0.029976,0.979035,0.000009,0.390852,0.100000,0.000223
139700,1.111650,0.027827,0.978952,0.000009,0.259109,0.100000,0.000222
139750,1.174762,0.026600,0.979079,0.000008,0.336574,0.100000,0.000222
139800,1.009645,0.025057,0.979013,0.000008,0.345001,0.100000,0.000222
139850,0.922455,0.029433,0.979262,0.000008,0.346672,0.100000,0.000222
139900,0.912221,0.028547,0.979121,0.000008,0.344778,0.100000,0.000222
139950,0.890424,0.022369,0.978785,0.000009,0.333587,0.100000,0.000222
140000,1.107865,0.024640,0.979114,0.000008,0.271341,0.100000,0.000222
140050,1.346273,0.026034,0.979208,0.000008,0.282326,0.100000,0.000222
140100,1.294929,0.025612,0.979203,0.000008,0.203723,0.100000,0.000222
140150,1.216357,0.022227,0.979148,0.000008,0.275725,0.100000,0.000222
140200,1.117080,0.022335,0.979007,0.000008,0.344024,0.100000,0.000222
140250,1.057868,0.028165,0.979329,0.000008,0.333083,0.100000,0.000222
140300,0.944605,0.024234,0.979039,0.000009,0.498236,0.100000,0.000222
140350,0.837658,0.020104,0.978781,0.000009,0.484215,0.100000,0.000222
140400,0.908774,0.020866,0.978835,0.000009,0.402473,0.100000,0.000222
140450,0.952869,0.020294,0.978936,0.000009,0.406444,0.100000,0.000222
140500,1.258046,0.024729,0.979019,0.000009,0.317630,0.100000,0.000222
140550,1.477316,0.040651,0.979065,0.000009,0.334821,0.100000,0.000222
140600,1.398843,0.038097,0.979228,0.000009,0.267461,0.100000,0.000222
140650,1.345484,0.022271,0.978934,0.000009,0.340156,0.100000,0.000221
140700,1.331296,0.025293,0.978834,0.000009,0.231242,0.100000,0.000221
140750,1.443745,0.024259,0.978882,0.000009,0.278155,0.100000,0.000221
140800,1.470873,0.022385,0.978981,0.000009,0.228012,0.100000,0.000221
140850,1.395775,0.024135,0.979113,0.000008,0.187566,0.100000,0.000221
140900,1.344349,0.023438,0.979259,0.000008,0.200605,0.100000,0.000221
140950,1.605777,0.040306,0.979641,0.000007,0.166620,0.100000,0.000221
141000,1.691679,0.053242,0.979281,0.000009,0.261022,0.100000,0.000221
141050,1.339545,0.037166,0.978821,0.000009,0.320448,0.100000,0.000221
141100,1.226979,0.034801,0.979157,0.000008,0.270768,0.100000,0.000221
141150,1.224760,0.038006,0.979256,0.000008,0.272176,0.100000,0.000221
141200,1.057216,0.027232,0.979176,0.000008,0.313975,0.100000,0.000221
141250,0.948686,0.019103,0.978995,0.000008,0.330320,0.100000,0.000221
141300,1.109033,0.019578,0.979070,0.000008,0.254223,0.100000,0.000221
141350,1.330381,0.028270,0.979041,0.000008,0.258944,0.100000,0.000221
141400,1.395106,0.029144,0.978845,0.000009,0.280658,0.100000,0.000221
141450,1.234030,0.022947,0.978823,0.000009,0.355017,0.100000,0.000221
141500,1.006542,0.021859,0.978975,0.000009,0.411367,0.100000,0.000221
141550,1.005832,0.022368,0.979146,0.000008,0.368758,0.100000,0.000221
141600,1.033081,0.022690,0.979185,0.000008,0.436357,0.100000,0.000221
141650,1.021475,0.022756,0.979168,0.000008,0.328577,0.100000,0.000220
141700,1.283143,0.019770,0.979173,0.000008,0.230039,0.100000,0.000220
141750,1.410093,0.020206,0.979032,0.000008,0.265974,0.100000,0.000220
141800,1.429120,0.035255,0.979088,0.000009,0.232698,0.100000,0.000220
141850,1.421036,0.044163,0.979215,0.000009,0.351798,0.100000,0.000220
141900,1.170099,0.035422,0.979023,0.000009,0.432235,0.100000,0.000220
141950,1.217472,0.036337,0.979174,0.000009,0.262632,0.100000,0.000220
142000,1.420982,0.030907,0.979181,0.000008,0.269633,0.100000,0.000220
142050,1.291086,0.021179,0.978932,0.000009,0.336026,0.100000,0.000220
142100,1.223014,0.027156,0.979136,0.000008,0.245869,0.100000,0.000220
142150,1.405376,0.035186,0.979142,0.000009,0.318227,0.100000,0.000220
142200,1.553504,0.031472,0.979055,0.000009,0.214751,0.100000,0.000220
142250,1.633269,0.021838,0.979243,0.000008,0.272164,0.100000,0.000220
142300,1.391823,0.022257,0.978927,0.000009,0.349475,0.100000,0.000220
142350,1.201622,0.030521,0.978987,0.000009,0.250313,0.100000,0.000220
142400,1.299569,0.027158,0.979126,0.000008,0.237981,0.100000,0.000220
142450,1.266895,0.033166,0.979151,0.000008,0.328403,0.100000,0.000220
142500,1.249465,0.035485,0.979117,0.000009,0.380566,0.100000,0.000220
142550,1.220040,0.025679,0.978821,0.000009,0.305603,0.100000,0.000220
142600,1.118919,0.032528,0.979257,0.000008,0.267924,0.100000,0.000220
142650,1.233990,0.031751,0.979374,0.000008,0.239278,0.100000,0.000219
142700,1.107347,0.024096,0.979001,0.000008,0.315638,0.100000,0.000219
142750,0.774729,0.023030,0.979436,0.000007,0.407087,0.100000,0.000219
142800,0.981896,0.030637,0.979793,0.000007,0.292048,0.100000,0.000219
142850,1.266198,0.035635,0.979079,0.000009,0.370818,0.100000,0.000219
142900,1.205158,0.035825,0.978752,0.000010,0.396347,0.100000,0.000219
142950,1.110537,0.037760,0.979322,0.000008,0.301015,0.100000,0.000219
143000,1.141508,0.039334,0.979575,0.000008,0.355489,0.100000,0.000219
143050,1.138003,0.033130,0.979241,0.000008,0.369044,0.100000,0.000219
143100,1.293672,0.032405,0.979049,0.000009,0.220576,0.100000,0.000219
143150,1.418325,0.029110,0.979321,0.000008,0.251965,0.100000,0.000219
143200,1.342094,0.026854,0.979503,0.000007,0.237316,0.100000,0.000219
143250,1.334875,0.030427,0.979118,0.000008,0.242036,0.100000,0.000219
143300,1.297842,0.025573,0.978999,0.000008,0.262994,0.100000,0.000219
143350,1.280846,0.030980,0.979144,0.000008,0.242841,0.100000,0.000219
143400,1.089549,0.033951,0.978919,0.000009,0.313101,0.100000,0.000219
143450,1.147093,0.030020,0.979008,0.000009,0.263045,0.100000,0.000219
143500,1.949026,0.039184,0.979345,0.000008,0.102961,0.100000,0.000219
143550,2.581049,0.049550,0.979975,0.000007,0.119375,0.100000,0.000219
143600,1.891932,0.040696,0.979910,0.000007,0.310853,0.100000,0.000218
143650,1.187402,0.026237,0.979083,0.000008,0.259643,0.100000,0.000218
143700,1.273002,0.025560,0.978967,0.000008,0.276204,0.100000,0.000218
143750,1.372436,0.038778,0.979264,0.000008,0.236908,0.100000,0.000218
143800,1.336310,0.034893,0.979336,0.000008,0.307144,0.100000,0.000218
143850,1.135754,0.029808,0.978966,0.000009,0.297948,0.100000,0.000218
143900,1.200572,0.040997,0.978941,0.000009,0.292232,0.100000,0.000218
143950,1.339118,0.031248,0.978950,0.000009,0.230671,0.100000,0.000218
144000,1.177582,0.028002,0.978904,0.000009,0.418358,0.100000,0.000218
144050,0.988068,0.030595,0.978809,0.000010,0.357804,0.100000,0.000218
144100,1.052092,0.023880,0.978637,0.000009,0.271648,0.100000,0.000218
144150,1.122303,0.029102,0.978885,0.000009,0.335807,0.100000,0.000218
144200,1.127087,0.029013,0.978832,0.000010,0.414015,0.100000,0.000218
144250,1.163798,0.024323,0.978454,0.000011,0.360990,0.100000,0.000218
144300,1.141753,0.020097,0.978648,0.000010,0.358276,0.100000,0.000218
144350,1.101443,0.019280,0.978932,0.000008,0.345088,0.100000,0.000218
144400,1.158490,0.020536,0.978919,0.000008,0.281556,0.100000,0.000218
144450,0.982498,0.069407,0.978957,0.000010,0.496214,0.100000,0.000218
144500,0.588663,0.092399,0.978506,0.000013,0.699381,0.100000,0.000218
144550,0.558943,0.066230,0.978534,0.000011,0.452847,0.100000,0.000217
144600,0.922570,0.046464,0.979176,0.000009,0.327937,0.100000,0.000217
144650,1.192988,0.024265,0.979264,0.000008,0.292515,0.100000,0.000217
144700,1.078562,0.023951,0.979451,0.000008,0.346656,0.100000,0.000217
144750,0.919520,0.025851,0.979666,0.000007,0.400494,0.100000,0.000217
144800,0.905256,0.029313,0.979261,0.000008,0.362939,0.100000,0.000217
144850,1.132262,0.026082,0.979007,0.000009,0.259381,0.100000,0.000217
